season,week,season_type,game_id,player_id,team,opponent_team,touches,scrimmage_yards,scrimmage_tds,yards_per_touch,scrimmage_first_downs,scrimmage_fumbles,carries,rushing_yards,rushing_tds,receptions,targets,receiving_yards,receiving_tds,ingest_run_id
2026,1,REG,2026_01_BAL_IND,00-0033269,IND,BAL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0033280,SF,LA,15,88,0,5.8667,2,0,10,68,0,5,8,20,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0033281,BAL,IND,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0033288,SF,LA,2,12,0,6.0,0,0,0,0,0,2,5,12,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0033290,NYG,DAL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0033293,MIN,GB,12,40,1,3.3333,3,0,12,40,1,0,1,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0033294,DET,NO,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0033297,DEN,KC,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0033303,KC,DEN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0033307,ARI,LAC,8,75,0,9.375,5,0,0,0,0,8,8,75,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0033319,JAX,CLE,3,-3,0,-1.0,0,0,3,-3,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0033336,MIN,GB,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0033376,NYG,DAL,0,0,0,,0,0,0,0,0,0,1,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0033381,LV,MIA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0033523,CIN,TB,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0033526,CIN,TB,8,50,0,6.25,3,0,5,20,0,3,3,30,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0033537,CLE,JAX,6,38,0,6.3333,3,0,6,38,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0033546,LAC,ARI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0033551,WAS,PHI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0033555,NE,SEA,4,51,0,12.75,1,0,0,0,0,4,5,51,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0033576,SEA,NE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0033662,ATL,PIT,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0033676,ARI,LAC,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0033729,PIT,ATL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0033787,PHI,WAS,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0033858,GB,MIN,2,50,0,25.0,2,0,0,0,0,2,3,50,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0033860,NO,DET,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0033873,KC,DEN,7,23,1,3.2857,2,0,7,23,1,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0033877,DAL,NYG,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0033881,DEN,KC,4,43,1,10.75,3,0,0,0,0,4,5,43,1,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0033885,LAC,ARI,5,58,0,11.6,3,0,0,0,0,5,5,58,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0033886,PIT,ATL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0033890,ARI,LAC,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0033908,SEA,NE,2,35,0,17.5,2,0,0,0,0,2,3,35,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0033914,TB,CIN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0033921,TB,CIN,5,43,0,8.6,2,0,1,3,0,4,4,40,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0033928,JAX,CLE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0033935,BAL,IND,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0033941,PIT,ATL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0033945,ATL,PIT,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0033952,IND,BAL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0033964,TB,CIN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0034091,HOU,BUF,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0034158,MIN,GB,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0034160,SEA,NE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0034161,NO,DET,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0034162,LAC,ARI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0034163,TEN,NYJ,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0034173,SF,LA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0034248,NYG,DAL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0034275,LV,MIA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0034278,HOU,BUF,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0034285,MIA,LV,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034302,WAS,PHI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0034320,CHI,CAR,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034333,WAS,PHI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0034348,DEN,KC,2,11,0,5.5,0,0,0,0,0,2,5,11,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0034350,SEA,NE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034351,PHI,WAS,4,77,2,19.25,3,0,0,0,0,4,5,77,2,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0034356,LAC,ARI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0034361,NO,DET,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0034376,LV,MIA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0034377,DET,NO,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0034381,ARI,LAC,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0034383,HOU,BUF,4,35,0,8.75,1,0,0,0,0,4,8,35,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0034384,DET,NO,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0034391,SF,LA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034397,WAS,PHI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0034413,JAX,CLE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0034419,NYG,DAL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034429,PHI,WAS,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0034431,GB,MIN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0034437,JAX,CLE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0034446,CIN,TB,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034465,WAS,PHI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0034473,JAX,CLE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034485,IND,BAL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034573,IND,BAL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0034613,CIN,TB,1,4,0,4.0,0,0,0,0,0,1,1,4,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0034639,ATL,PIT,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0034657,JAX,CLE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0034673,NYG,DAL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0034675,ATL,PIT,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0034720,NE,SEA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0034721,CLE,JAX,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034753,BAL,IND,4,49,0,12.25,2,0,0,0,0,4,6,49,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0034754,CIN,TB,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0034760,NO,DET,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0034773,TB,CIN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0034778,NE,SEA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0034782,NYJ,TEN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0034790,LAC,ARI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0034794,NYJ,TEN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034796,BAL,IND,7,40,1,5.7143,3,0,7,40,1,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034798,BAL,IND,1,4,0,4.0,0,0,0,0,0,1,1,4,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0034800,CIN,TB,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0034801,ATL,PIT,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0034805,TEN,NYJ,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0034807,SF,LA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0034810,PIT,ATL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0034815,SF,LA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034825,IND,BAL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0034827,BUF,HOU,5,100,1,20.0,4,0,0,0,0,5,8,100,1,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0034829,CIN,TB,5,78,1,15.6,5,0,0,0,0,5,7,78,1,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0034832,BUF,HOU,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0034843,ATL,PIT,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034844,PHI,WAS,16,80,0,5.0,2,0,15,83,0,1,2,-3,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0034854,SF,LA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0034855,TB,CIN,5,30,1,6.0,1,1,5,30,1,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0034856,CLE,JAX,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0034857,BUF,HOU,6,23,2,3.8333,2,1,6,23,2,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0034869,SEA,NE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034874,BAL,IND,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0034941,NE,SEA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0034960,JAX,CLE,3,42,1,14.0,3,0,1,2,0,2,2,40,1,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0034967,DAL,NYG,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0034973,LV,MIA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0034974,SEA,NE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034975,BAL,IND,7,28,0,4.0,3,0,6,18,0,1,1,10,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0034981,HOU,BUF,2,15,0,7.5,0,0,0,0,0,2,2,15,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0034982,SF,LA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034993,PHI,WAS,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0035021,IND,BAL,0,0,0,,0,0,0,0,0,0,1,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0035125,LAC,ARI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0035133,GB,MIN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0035144,ARI,LAC,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0035156,DET,NO,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0035166,HOU,BUF,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0035190,LV,MIA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
