season,week,season_type,game_id,player_id,team,opponent_team,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,rushing_10,rushing_12,rushing_20,rushing_40,ingest_run_id
2026,1,REG,2026_01_MIA_LV,00-0034376,LV,MIA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0034377,DET,NO,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0034381,ARI,LAC,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0034383,HOU,BUF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0034384,DET,NO,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0034391,SF,LA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034397,WAS,PHI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0034413,JAX,CLE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0034419,NYG,DAL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034429,PHI,WAS,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0034431,GB,MIN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0034437,JAX,CLE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0034446,CIN,TB,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034465,WAS,PHI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0034473,JAX,CLE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034485,IND,BAL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034573,IND,BAL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0034613,CIN,TB,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0034639,ATL,PIT,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0034657,JAX,CLE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0034673,NYG,DAL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0034675,ATL,PIT,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0034720,NE,SEA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0034721,CLE,JAX,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034753,BAL,IND,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0034754,CIN,TB,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0034760,NO,DET,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0034773,TB,CIN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0034778,NE,SEA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0034782,NYJ,TEN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0034790,LAC,ARI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0034794,NYJ,TEN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034796,BAL,IND,7,40,1,0,0,3,2.25430682068691,0,2,2,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034798,BAL,IND,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0034800,CIN,TB,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0034801,ATL,PIT,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0034805,TEN,NYJ,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0034807,SF,LA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0034810,PIT,ATL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0034815,SF,LA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034825,IND,BAL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0034827,BUF,HOU,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0034829,CIN,TB,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0034832,BUF,HOU,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0034843,ATL,PIT,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034844,PHI,WAS,15,83,0,0,0,2,-0.664371837454382,0,1,1,1,1,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0034854,SF,LA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0034855,TB,CIN,5,30,1,1,1,1,-2.61708559188992,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0034856,CLE,JAX,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0034857,BUF,HOU,6,23,2,1,0,2,-2.31320906124893,0,1,1,1,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0034869,SEA,NE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034874,BAL,IND,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0034941,NE,SEA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0034960,JAX,CLE,1,2,0,0,0,1,0.404034327017143,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0034967,DAL,NYG,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0034973,LV,MIA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0034974,SEA,NE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0034975,BAL,IND,6,18,0,0,0,2,-2.35316453221633,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0034981,HOU,BUF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0034982,SF,LA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0034993,PHI,WAS,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0035021,IND,BAL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0035125,LAC,ARI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0035133,GB,MIN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0035144,ARI,LAC,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0035156,DET,NO,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0035166,HOU,BUF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0035190,LV,MIA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0035192,TEN,NYJ,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0035202,LAC,ARI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0035208,ATL,PIT,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0035227,DAL,NYG,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0035228,MIN,GB,2,9,0,0,0,0,2.29099782393314,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0035229,MIN,GB,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
